Commodity,Year,Value,State,ProdPractice
HAYLAGE,2012,4.40000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2007,1.90000,COLORADO,"IRRIGATED, ENTIRE CROP"
CORN,2002,14.60000,INDIANA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.20000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,8.60000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,ALASKA,"IRRIGATED, PART OF CROP"
HAY,2002,2.10000,WISCONSIN,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.20000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.60000,UTAH,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,IDAHO,"IRRIGATED, PART OF CROP"
HAY,2002,1.50000,OREGON,"IRRIGATED, ENTIRE CROP"
CORN,2007,18.50000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,3.40000,MICHIGAN,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2007,35.80000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,WEST VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,DELAWARE,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.20000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.20000,UTAH,"IRRIGATED, PART OF CROP"
SUGARBEETS,2012,.00000,OHIO,"IRRIGATED, NONE OF CROP"
HAY,2012,3.70000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,5.20000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
CORN,2002,11.70000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,5.00000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2012,2.40000,OHIO,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.80000,OHIO,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.90000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
CORN,2007,.00000,NEW JERSEY,"IRRIGATED, PART OF CROP"
CORN,2002,13.20000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2002,2.10000,UTAH,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,TENNESSEE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.80000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2002,1.30000,UTAH,"IRRIGATED, NONE OF CROP"
CORN,2012,19.20000,OREGON,"IRRIGATED, PART OF CROP"
HAY,2012,2.50000,OREGON,"IRRIGATED, PART OF CROP"
HAY,2012,2.00000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2012,1.40000,OREGON,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,2.80000,OREGON,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,5.20000,OREGON,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.30000,OREGON,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,5.10000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
CORN,2012,15.60000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.40000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.10000,MONTANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,NEW JERSEY,"IRRIGATED, ENTIRE CROP"
SUGARBEETS,2002,.00000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
CORN,2012,14.10000,NEW JERSEY,"IRRIGATED, PART OF CROP"
HAY,2012,1.70000,NEW JERSEY,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.80000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,NEW JERSEY,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.20000,UTAH,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,6.10000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAY,2002,1.90000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2002,1.80000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,NEW MEXICO,"IRRIGATED, PART OF CROP"
CORN,2007,20.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2007,2.70000,INDIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,OHIO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,5.00000,WYOMING,"IRRIGATED, NONE OF CROP"
HAY,2012,2.40000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2012,1.90000,ILLINOIS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.10000,KANSAS,"IRRIGATED, PART OF CROP"
CORN,2012,17.60000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2012,1.80000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2007,3.10000,KANSAS,"IRRIGATED, NONE OF CROP"
HAY,2007,2.70000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.20000,TEXAS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,1.80000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2002,2.40000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2007,1.90000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,KENTUCKY,"IRRIGATED, PART OF CROP"
HAY,2007,3.50000,IDAHO,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.30000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,HAWAII,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,4.60000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,5.30000,KANSAS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,8.20000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,7.40000,KANSAS,"IRRIGATED, ENTIRE CROP"
CORN,2002,11.50000,MARYLAND,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2002,.00000,MICHIGAN,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,.00000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.00000,VERMONT,"IRRIGATED, NONE OF CROP"
CORN,2012,15.80000,US TOTAL,"IRRIGATED, PART OF CROP"
SUGARBEETS,2012,28.20000,US TOTAL,"IRRIGATED, PART OF CROP"
HAY,2002,2.10000,ALABAMA,"IRRIGATED, NONE OF CROP"
CORN,2002,15.90000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.50000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2012,2.30000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.40000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,8.70000,GEORGIA,"IRRIGATED, ENTIRE CROP"
CORN,2012,23.80000,US TOTAL,"IRRIGATED, ENTIRE CROP"
CORN,2007,13.40000,VIRGINIA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.40000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
CORN,2002,12.10000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2002,1.60000,ILLINOIS,"IRRIGATED, NONE OF CROP"
SUGARCANE,2007,34.70000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAY,2007,1.70000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2007,5.10000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
SUGARCANE,2002,.00000,TEXAS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,3.90000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
CORN,2007,19.30000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.80000,MARYLAND,"IRRIGATED, NONE OF CROP"
HAY,2012,2.50000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.30000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
CORN,2007,26.30000,ARIZONA,"IRRIGATED, ENTIRE CROP"
CORN,2007,13.30000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.50000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.20000,SOUTH CAROLINA,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,ILLINOIS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,5.40000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,3.00000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.20000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,MARYLAND,"IRRIGATED, NONE OF CROP"
HAY,2007,1.70000,COLORADO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,7.30000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.80000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.40000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
CORN,2012,16.50000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,NEW YORK,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.40000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2012,2.70000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2012,1.80000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,6.60000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2012,3.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2002,2.50000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAY,2007,2.10000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,3.70000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,6.70000,WISCONSIN,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,6.00000,INDIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.80000,IDAHO,"IRRIGATED, PART OF CROP"
HAY,2002,1.40000,KENTUCKY,"IRRIGATED, PART OF CROP"
SUGARCANE,2002,39.60000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.50000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAY,2007,3.10000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,7.50000,OREGON,"IRRIGATED, PART OF CROP"
CORN,2007,7.40000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.10000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAY,2002,2.60000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.60000,NEW HAMPSHIRE,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2007,1.20000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
HAY,2002,1.90000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,MARYLAND,"IRRIGATED, PART OF CROP"
CORN,2002,11.70000,SOUTH CAROLINA,"IRRIGATED, PART OF CROP"
HAY,2002,3.20000,ALABAMA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.30000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.00000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.70000,OHIO,"IRRIGATED, NONE OF CROP"
HAY,2007,1.00000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.80000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,TEXAS,"IRRIGATED, PART OF CROP"
CORN,2012,8.10000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2007,3.20000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
CORN,2007,26.80000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,4.90000,WISCONSIN,"IRRIGATED, NONE OF CROP"
CORN,2007,24.60000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.70000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAY,2002,3.60000,ARIZONA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,6.60000,KANSAS,"IRRIGATED, ENTIRE CROP"
CORN,2002,13.40000,MISSOURI,"IRRIGATED, PART OF CROP"
CORN,2007,.00000,MAINE,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.40000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,WEST VIRGINIA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.50000,COLORADO,"IRRIGATED, PART OF CROP"
HAY,2007,1.80000,VIRGINIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,7.30000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAY,2002,2.10000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAY,2002,2.70000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.00000,RHODE ISLAND,"IRRIGATED, NONE OF CROP"
HAY,2012,1.40000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.10000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2012,1.00000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,6.90000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2007,1.40000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.70000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,149.40000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.70000,FLORIDA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,9.50000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
CORN,2007,23.40000,KANSAS,"IRRIGATED, ENTIRE CROP"
CORN,2002,16.70000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.50000,TEXAS,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.30000,MONTANA,"IRRIGATED, NONE OF CROP"
CORN,2007,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
HAY,2007,3.00000,HAWAII,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.80000,GEORGIA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2002,3.90000,NEVADA,"IRRIGATED, PART OF CROP"
HAY,2002,1.00000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2012,4.80000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2012,6.10000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAY,2002,2.60000,FLORIDA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,ARKANSAS,"IRRIGATED, PART OF CROP"
CORN,2007,16.90000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2007,2.50000,ILLINOIS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.20000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
CORN,2002,19.10000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,3.80000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAY,2002,3.60000,IOWA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
CORN,2007,14.10000,GEORGIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,6.90000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2007,.80000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.30000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,KANSAS,"IRRIGATED, NONE OF CROP"
CORN,2007,18.40000,INDIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.60000,IOWA,"IRRIGATED, NONE OF CROP"
HAY,2002,4.50000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.50000,CALIFORNIA,"IRRIGATED, NONE OF CROP"
HAY,2002,3.10000,ARKANSAS,"IRRIGATED, PART OF CROP"
HAY,2012,2.30000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,.60000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.50000,CALIFORNIA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.30000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAY,2007,.70000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2007,2.30000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.20000,US TOTAL,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,7.00000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAY,2007,2.60000,COLORADO,"IRRIGATED, ENTIRE CROP"
CORN,2007,22.30000,CONNECTICUT,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,CONNECTICUT,"IRRIGATED, ENTIRE CROP"
SUGARCANE,2002,32.60000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2012,3.50000,KANSAS,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,ARIZONA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,ILLINOIS,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.60000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,FLORIDA,"IRRIGATED, NONE OF CROP"
CORN,2007,.00000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2007,5.50000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,IOWA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.20000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,12.50000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.90000,WISCONSIN,"IRRIGATED, NONE OF CROP"
HAY,2007,1.40000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
CORN,2007,14.80000,MISSOURI,"IRRIGATED, NONE OF CROP"
CORN,2002,19.30000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2007,2.70000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2002,3.10000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.70000,ARKANSAS,"IRRIGATED, NONE OF CROP"
CORN,2007,21.10000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,12.50000,IDAHO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,TENNESSEE,"IRRIGATED, PART OF CROP"
HAY,2002,2.10000,CALIFORNIA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.40000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
CORN,2007,20.60000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,NEW HAMPSHIRE,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,12.00000,IDAHO,"IRRIGATED, ENTIRE CROP"
CORN,2007,10.30000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,ARIZONA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.30000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.20000,COLORADO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,NEW YORK,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,WYOMING,"IRRIGATED, PART OF CROP"
HAY,2007,1.50000,WASHINGTON,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,4.90000,RHODE ISLAND,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,NEVADA,"IRRIGATED, NONE OF CROP"
HAY,2002,.80000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.40000,ARIZONA,"IRRIGATED, ENTIRE CROP"
CORN,2012,15.00000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,.00000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.80000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2012,2.20000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,7.00000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
CORN,2007,16.80000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,4.10000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.30000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,ARKANSAS,"IRRIGATED, ENTIRE CROP"
CORN,2007,.00000,RHODE ISLAND,"IRRIGATED, NONE OF CROP"
CORN,2007,16.80000,WYOMING,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,IOWA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,GEORGIA,"IRRIGATED, NONE OF CROP"
HAY,2007,5.10000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2007,2.30000,TENNESSEE,"IRRIGATED, PART OF CROP"
HAY,2007,2.60000,US TOTAL,"IRRIGATED, PART OF CROP"
HAY,2007,2.00000,ARIZONA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,2.80000,ALABAMA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.80000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.20000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.40000,TENNESSEE,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,5.00000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2007,4.50000,NEW YORK,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.90000,UTAH,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,4.10000,SOUTH CAROLINA,"IRRIGATED, PART OF CROP"
CORN,2007,19.80000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.90000,WYOMING,"IRRIGATED, NONE OF CROP"
HAY,2002,3.30000,OKLAHOMA,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,20.30000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,TENNESSEE,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,DELAWARE,"IRRIGATED, ENTIRE CROP"
HAY,2012,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,12.90000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,3.80000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.00000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.20000,OREGON,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,MISSOURI,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,9.30000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,3.60000,TENNESSEE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.50000,ALABAMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,NEVADA,"IRRIGATED, PART OF CROP"
CORN,2007,.00000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,3.70000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
SUGARCANE,2007,.00000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.60000,ARIZONA,"IRRIGATED, ENTIRE CROP"
CORN,2002,11.80000,KANSAS,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,24.10000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,DELAWARE,"IRRIGATED, ENTIRE CROP"
SUGARCANE,2002,.00000,HAWAII,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.50000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2007,1.00000,KENTUCKY,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,ARIZONA,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.00000,INDIANA,"IRRIGATED, PART OF CROP"
HAY,2012,.50000,INDIANA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,4.00000,INDIANA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,WASHINGTON,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.30000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,4.50000,WISCONSIN,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,WEST VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.90000,VERMONT,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.90000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2002,1.50000,COLORADO,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.30000,ARKANSAS,"IRRIGATED, ENTIRE CROP"
CORN,2007,16.90000,FLORIDA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,9.00000,KANSAS,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,19.50000,US TOTAL,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,6.90000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,3.40000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,.00000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.10000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,NEW JERSEY,"IRRIGATED, PART OF CROP"
